fips,state,year,race,ent,perm,nperm,stock,invest,pop,ent_rate,perm_rate,nperm_rate,stock_rate,invest_rate,ent_rate_adj,stock_rate_adj,invest_rate_adj
35,New Mexico,2000,total,1780,1596,103,1912,,508132,3.50302677257091,834.728033472803,53.8702928870293,3.76280179166043,,3.26131750065655,3.67382091316499,
35,New Mexico,2000,white,581,510,18,577,,170372,3.41018477214566,883.882149046794,31.1958405545927,3.38670673584861,,3.32188855989673,3.2783931626545,
35,New Mexico,2000,black,85,87,8,125,,11032,7.70485859318347,696,64,11.3306744017404,,7.35923049521446,11.3523446419701,
35,New Mexico,2000,aapi,4,2,1,7,,5262,0.760167236792094,285.714285714286,142.857142857143,1.33029266438616,,0.702373004131363,0.891590437362361,
35,New Mexico,2000,aian,172,145,39,126,,61451,2.79897804755008,1150.79365079365,309.52380952381,2.05041415111227,,2.73937332814831,2.01735379046532,
35,New Mexico,2000,hispanic,878,797,33,1045,,260015,3.37672826567698,762.679425837321,31.5789473684211,4.01899890390939,,3.03706613434756,3.92914907337177,
36,New York,2000,total,16605,17144,2729,47118,,4687374,3.54249522227157,363.852455537162,57.9184175898807,10.0521102007222,,3.15747082638138,9.39947068779389,
36,New York,2000,white,4152,3584,459,7107,,2621483,1.58383632470628,504.291543548614,64.5842127479949,2.71106087661068,,1.46059099841742,2.57059745912886,
36,New York,2000,black,6443,6894,1123,21059,,881912,7.30571757726395,327.365971793532,53.326368773446,23.8787996988362,,6.34587321416316,22.1221307205557,
36,New York,2000,aapi,98,77,15,151,,262727,0.373010767831247,509.933774834437,99.3377483443709,0.574741081046105,,0.335580944880557,0.502567174858813,
36,New York,2000,aian,65,57,4,93,,21985,2.95656129178986,612.903225806452,43.0107526881721,4.23015692517626,,2.77833229242687,4.19111014883902,
36,New York,2000,hispanic,2631,2546,359,7415,,899267,2.92571616661125,343.35805799056,48.4153742414026,8.24560447564516,,2.63331155169257,7.76418202582416,
37,North Carolina,2000,total,5458,4004,477,10847,,1967626,2.77390113771621,369.134322854245,43.9752927076611,5.51273463554558,,2.44230036825618,5.38099757475694,
37,North Carolina,2000,white,2557,1799,185,4507,,1249280,2.04677894467213,399.156867095629,41.0472598180608,3.60767802254098,,1.84368357731608,3.51594851697134,
37,North Carolina,2000,black,2263,1730,233,5321,,530583,4.26511968909671,325.126855854163,43.7887615109942,10.0285911911991,,3.71915504877579,9.79520358522571,
37,North Carolina,2000,aapi,23,20,3,31,,35863,0.641329503945571,645.161290322581,96.7741935483871,0.864400635752726,,0.507401222961425,0.840074545684722,
37,North Carolina,2000,aian,191,118,15,245,,30204,6.32366573963714,481.632653061225,61.2244897959184,8.11150840948219,,5.8525341930593,8.00573439508356,
37,North Carolina,2000,hispanic,354,304,37,624,,121696,2.90888772022088,487.179487179487,59.2948717948718,5.12753089666053,,2.30977440865299,4.94719453247583,
38,North Dakota,2000,total,1006,651,157,1129,,160477,6.26881110688759,576.616474756422,139.061116031887,7.03527608317703,,5.48668560975528,6.65697048897368,
38,North Dakota,2000,white,625,422,90,686,,140978,4.4333158365135,615.160349854228,131.195335276968,4.86600746215722,,3.80921481527799,4.5499220632885,
38,North Dakota,2000,black,18,12,6,22,,1893,9.50871632329635,545.454545454545,272.727272727273,11.62176439514,,9.12067029813459,12.5524747975071,
38,North Dakota,2000,aapi,5,2,0,11,,1153,4.33651344319167,181.818181818182,0,9.54032957502168,,4.09923874389926,8.8880586263945,
38,North Dakota,2000,aian,284,170,58,353,,13234,21.459876076772,481.586402266289,164.305949008499,26.6737192081004,,20.1562609251266,26.0127637800081,
38,North Dakota,2000,hispanic,42,27,3,33,,3219,13.0475302889096,818.181818181818,90.9090909090909,10.2516309412861,,11.6546621200583,9.587723846232,
39,Ohio,2000,total,15396,11325,1190,20365,,2886585,5.33363819184261,556.101153940584,58.4335870365824,7.05504947888249,,4.81251725443305,6.79164130565659,
39,Ohio,2000,white,7797,5768,599,9080,,2319455,3.36156554018078,635.242290748899,65.9691629955947,3.91471272346306,,3.09303180584172,3.75691355261018,
39,Ohio,2000,black,6337,4543,504,9612,,441641,14.3487583806757,472.638368705785,52.434456928839,21.764283660258,,12.7387851615002,21.1490308005068,
39,Ohio,2000,aapi,39,35,0,28,,36885,1.05734038226922,1250,0,0.75911617188559,,0.980025001587837,0.781760825003634,
39,Ohio,2000,aian,13,25,2,22,,7426,1.75060597899273,1136.36363636364,90.9090909090909,2.96256396444923,,1.38424247069272,2.58956583439482,
39,Ohio,2000,hispanic,432,342,33,517,,81178,5.32163886767351,661.508704061896,63.8297872340426,6.36872058932223,,4.65585453692681,6.14559630343319,
40,Oklahoma,2000,total,6558,4993,371,8406,,891847,7.35327920596246,593.980490126101,44.1351415655484,9.42538350187868,,6.70384865086335,9.04515501117879,
40,Oklahoma,2000,white,3279,2619,195,4146,,605327,5.41690689495099,631.693198263386,47.0332850940666,6.84919060276512,,4.9725991393391,6.60982813821096,
40,Oklahoma,2000,black,1133,985,70,1638,,93503,12.1172582697881,601.343101343101,42.7350427350427,17.5181544977167,,10.9226254784319,16.8176753428739,
40,Oklahoma,2000,aapi,53,14,3,45,,13370,3.96409872849663,311.111111111111,66.6666666666667,3.36574420344054,,3.87077038133606,3.00015016683081,
40,Oklahoma,2000,aian,1204,627,61,1379,,108934,11.0525639377972,454.677302393038,44.2349528643945,12.6590412543375,,10.1917050203316,12.031199253885,
40,Oklahoma,2000,hispanic,396,333,21,382,,70713,5.60010182003309,871.727748691099,54.9738219895288,5.40211842235515,,4.98861186694982,5.10234775303857,
41,Oregon,2000,total,4675,3825,399,9193,,847511,5.51615259270971,416.077450233874,43.402588926357,10.8470568523594,,4.77500049480587,10.6748553770438,
41,Oregon,2000,white,2591,2215,269,5678,,667850,3.87961368570787,390.102148643889,47.3758365621698,8.50190911132739,,3.53749265759123,8.35939199849169,
41,Oregon,2000,black,286,270,37,892,,23299,12.2752049444182,302.690582959641,41.4798206278027,38.2849049315421,,10.3240622405209,37.6756585658458,
41,Oregon,2000,aapi,55,31,7,84,,32102,1.71328889165784,369.047619047619,83.3333333333333,2.61665939816834,,1.39709242309754,2.54751150485074,
41,Oregon,2000,aian,239,178,12,433,,15406,15.5134363235103,411.08545034642,27.7136258660508,28.1059327534727,,13.6161925823365,28.3436197096814,
41,Oregon,2000,hispanic,494,355,27,751,,108854,4.53818876660481,472.703062583222,35.9520639147803,6.89914931927169,,3.58617947260461,6.7484432671897,
42,Pennsylvania,2000,total,12235,10231,1667,21631,,2918850,4.19171934152149,472.978595534187,77.0653229161851,7.41079534748274,,3.83559110780464,7.04951627550157,
42,Pennsylvania,2000,white,6040,5046,629,8305,,2311998,2.61245900731748,607.585791691752,75.737507525587,3.59213113506154,,2.38892633789161,3.4142740281344,
42,Pennsylvania,2000,black,4917,4250,852,11163,,391668,12.5539998161708,380.722028128639,76.3235689330825,28.5011795704525,,11.6647590566953,27.2771248269249,
42,Pennsylvania,2000,aapi,41,46,15,87,,60322,0.679685686814098,528.735632183908,172.413793103448,1.44225987202016,,0.658874694981442,1.40604710732172,
42,Pennsylvania,2000,aian,14,8,0,31,,4773,2.9331657238634,258.064516129032,0,6.49486695998324,,2.73786564626744,6.39715748210452,
42,Pennsylvania,2000,hispanic,1126,813,163,1963,,150089,7.50221535222435,414.161996943454,83.0361691288844,13.0789065154675,,6.82924294143361,12.816913988783,
44,Rhode Island,2000,total,1409,1012,196,2302,,248065,5.6799629129462,439.617723718506,85.1433536055604,9.27982585209522,,5.10619046075368,8.47983688716115,
44,Rhode Island,2000,white,817,559,118,1352,,185865,4.39566351922094,413.461538461539,87.2781065088758,7.27409679068141,,3.95793368153686,6.5862548829124,
44,Rhode Island,2000,black,229,198,37,476,,17382,13.1745483833851,415.966386554622,77.7310924369748,27.3846507881717,,11.5033581051828,24.8882902032655,
44,Rhode Island,2000,aapi,19,23,4,38,,7711,2.46401244974711,605.263157894737,105.263157894737,4.92802489949423,,2.30430953780138,4.07478511183509,
44,Rhode Island,2000,aian,17,11,1,31,,1824,9.32017543859649,354.838709677419,32.258064516129,16.9956140350877,,7.83381145464649,16.2137234813965,
44,Rhode Island,2000,hispanic,285,189,32,339,,35283,8.07754442649435,557.522123893805,94.3952802359882,9.60802652835643,,7.92849728353895,9.35731908925331,
45,South Carolina,2000,total,3172,2808,327,4525,,1010641,3.13860213468482,620.552486187845,72.2651933701658,4.47735645001539,,2.80017535886892,4.29099771030215,
45,South Carolina,2000,white,1403,1208,125,1670,,594130,2.36143604934947,723.353293413174,74.8502994011976,2.81083264605389,,2.17850974159859,2.71771446206773,
45,South Carolina,2000,black,1648,1506,196,2763,,374236,4.40363834585663,545.059717698154,70.937386898299,7.38304171699142,,3.84041900089729,7.03124982692775,
45,South Carolina,2000,aapi,14,11,2,10,,10098,1.38641315111903,1100,200,0.990295107942167,,1.29151875380969,0.999566869117074,
45,South Carolina,2000,aian,3,8,1,6,,3900,0.769230769230769,1333.33333333333,166.666666666667,1.53846153846154,,0.803458498253963,1.41879161080771,
45,South Carolina,2000,hispanic,85,66,3,64,,28277,3.00597658874704,1031.25,46.875,2.26332354917424,,2.62318857736668,2.31822610392085,
46,South Dakota,2000,total,1441,879,76,1215,,202681,7.10969454462925,723.456790123457,62.5514403292181,5.9946418263182,,5.53390377645838,5.5338248905468,
46,South Dakota,2000,white,452,276,13,369,,165781,2.72648856020895,747.967479674797,35.230352303523,2.22582805025908,,2.32836641687031,2.15428515080529,
46,South Dakota,2000,black,31,23,3,20,,2525,12.2772277227723,1150,150,7.92079207920792,,6.5434823842979,6.81925605013027,
46,South Dakota,2000,aapi,2,1,0,2,,1509,1.32538104705103,500,0,1.32538104705103,,1.42014540152569,1.38085200160411,
46,South Dakota,2000,aian,860,535,52,749,,28314,30.3736667373031,714.285714285714,69.4259012016021,26.4533446351628,,23.0973321556622,24.0621217637734,
46,South Dakota,2000,hispanic,61,30,7,47,,4552,13.4007029876977,638.297872340426,148.936170212766,10.3251318101933,,6.22502037714846,7.78122370127629,
47,Tennessee,2000,total,5480,3512,701,10144,,1399685,3.91516662677674,346.21451104101,69.1048895899054,7.24734493832541,,3.69614215935632,6.87780555753209,
47,Tennessee,2000,white,3537,2310,442,5823,,1035936,3.41430358632194,396.702730551262,75.9058904344839,5.62100361412288,,3.23631440311022,5.28812724929588,
47,Tennessee,2000,black,1668,1075,242,3901,,304126,5.48456889578662,275.570366572674,62.0353755447321,12.8269204211412,,5.20452849456573,12.393909455789,
47,Tennessee,2000,aapi,25,12,3,41,,16724,1.49485768954796,292.682926829268,73.1707317073171,2.45156661085865,,1.46799742460869,2.35947232669885,
47,Tennessee,2000,aian,17,8,2,20,,3564,4.7699214365881,400,100,5.61167227833894,,4.86264130946925,5.55768350674787,
47,Tennessee,2000,hispanic,132,77,11,180,,39335,3.35579000889793,427.777777777778,61.1111111111111,4.57607728486081,,3.21031877771762,4.50656424723659,
48,Texas,2000,total,9869,6153,492,18190,,5906301,1.67092737061657,338.262781748213,27.0478284771853,3.07976176628993,,1.4052909334004,3.070195811303,
48,Texas,2000,white,3393,2112,192,6026,,2561088,1.32482757328136,350.481247925656,31.8619316296051,2.35290626483744,,1.14879908643649,2.34926020653142,
48,Texas,2000,black,2505,1615,140,5224,,758485,3.30263617606149,309.150076569678,26.7993874425727,6.887413726046,,2.74859079985101,6.89528161014569,
48,Texas,2000,aapi,46,33,0,49,,157523,0.292020847749218,673.469387755102,0,0.311065685645906,,0.255129730143518,0.312644987718426,
48,Texas,2000,aian,38,25,1,69,,20164,1.88454671692125,362.31884057971,14.4927536231884,3.42194009125174,,1.86516647148384,3.41923920773133,
48,Texas,2000,hispanic,3479,2141,152,6205,,2409041,1.44414312583306,345.044319097502,24.4963738920226,2.57571373837141,,1.20815114380621,2.57117399908087,
49,Utah,2000,total,2148,1963,255,1805,,721686,2.97636368171199,1087.53462603878,141.274238227147,2.50108773067511,,2.6841936547818,2.4314464738316,
49,Utah,2000,white,715,514,147,995,,604631,1.18253943314187,516.582914572864,147.738693467337,1.64563179856805,,1.07728976880796,1.58301207233675,
49,Utah,2000,black,41,20,4,75,,8301,4.93916395614986,266.666666666667,53.3333333333333,9.03505601734731,,4.34556660135544,9.28718730940729,
49,Utah,2000,aapi,21,12,4,18,,18224,1.1523266022827,666.666666666667,222.222222222222,0.987708516242318,,0.993989410169136,0.997279521008416,
49,Utah,2000,aian,61,45,9,107,,11338,5.38013759040395,420.560747663551,84.1121495327103,9.43729052742988,,5.00453807690694,8.75268623812151,
49,Utah,2000,hispanic,400,331,29,300,,79192,5.05101525406607,1103.33333333333,96.6666666666667,3.78826144054955,,4.2841082559228,3.81873253832232,
50,Vermont,2000,total,735,559,111,1389,,147549,4.98139601081675,402.447804175666,79.9136069114471,9.41382184901287,,4.56324239799144,8.85785999941206,
50,Vermont,2000,white,698,532,106,1342,,141592,4.92965704277078,396.423248882265,78.9865871833085,9.47793660658794,,4.52019083410464,8.90933848034815,
50,Vermont,2000,black,22,15,2,26,,1587,13.8626339004411,576.923076923077,76.9230769230769,16.3831127914304,,12.1171185859827,17.3287409856001,
50,Vermont,2000,aapi,7,5,1,6,,1707,4.10076157000586,833.333333333333,166.666666666667,3.51493848857645,,4.23897324713971,3.57629565797693,
50,Vermont,2000,aian,2,0,1,5,,814,2.45700245700246,0,200,6.14250614250614,,1.89845790644785,3.90772913769176,
50,Vermont,2000,hispanic,3,3,0,8,,1849,1.62249864791779,375,0,4.32666306111412,,1.12985788849435,4.45197128942595,
51,Virginia,2000,total,2738,1221,605,6789,,1741420,1.57228009325723,179.849756959788,89.1147444395346,3.8985425687083,,1.44849878355228,3.8464383708453,
51,Virginia,2000,white,1376,605,251,2887,,1140904,1.20606115851991,209.560096986491,86.941461724974,2.53044953826089,,1.13565114389967,2.48215018847707,
51,Virginia,2000,black,1092,514,319,3430,,420315,2.59805146140395,149.854227405248,93.002915451895,8.16054625697394,,2.36715113358895,8.04906037169919,
51,Virginia,2000,aapi,16,9,11,32,,71177,0.22479171642525,281.25,343.75,0.449583432850499,,0.214668116007225,0.455373066909104,
51,Virginia,2000,aian,2,0,1,5,,5139,0.389180774469741,0,200,0.972951936174353,,0.343248303306963,0.921584940644069,
51,Virginia,2000,hispanic,120,45,17,268,,103885,1.15512345381913,167.910447761194,63.4328358208955,2.57977571352938,,0.993825013231111,2.61187549351688,
53,Washington,2000,total,7590,6376,744,8945,,1516361,5.00540438589492,712.800447177194,83.1749580771381,5.89899107138735,,4.41606230619761,5.83066957686683,
53,Washington,2000,white,4717,4025,348,5241,,1127488,4.18363654424703,767.9832093112,66.3995420721237,4.64838650167452,,3.72778632029518,4.61533531575674,
53,Washington,2000,black,666,663,66,1125,,77339,8.61143795497744,589.333333333333,58.6666666666667,14.5463478969213,,7.40711298568726,14.3559824415019,
53,Washington,2000,aapi,135,116,11,96,,99244,1.36028374511305,1208.33333333333,114.583333333333,0.967312885413728,,1.21403395807171,0.938700764167929,
53,Washington,2000,aian,551,331,196,776,,32858,16.7691277618845,426.546391752577,252.577319587629,23.6167752145596,,14.39648914636,23.7645628766713,
53,Washington,2000,hispanic,909,804,64,1041,,179432,5.06598600026751,772.334293948127,61.4793467819404,5.80164073297962,,4.54067315217333,5.66707626601972,
54,West Virginia,2000,total,2392,1180,218,3388,,401062,5.96416514154919,348.288075560803,64.344746162928,8.44757169714408,,5.48636357199994,7.82464929592897,
54,West Virginia,2000,white,1959,966,191,2821,,377208,5.19342113634918,342.431761786601,67.7064870613258,7.47863247863248,,4.80074132848209,6.90687591619261,
54,West Virginia,2000,black,163,107,15,273,,16775,9.71684053651267,391.941391941392,54.945054945055,16.274217585693,,8.5874614070942,15.5599326627331,
54,West Virginia,2000,aapi,4,1,0,4,,2437,1.64136233073451,250,0,1.64136233073451,,1.26034265561613,1.60216142956671,
54,West Virginia,2000,aian,0,0,0,2,,745,0,0,0,2.68456375838926,,0,1.70183125566422,
54,West Virginia,2000,hispanic,32,16,0,40,,3897,8.21144470105209,400,0,10.2643058763151,,7.9593638373606,8.81427371747378,
55,Wisconsin,2000,total,6001,3213,705,10504,,1370440,4.37888561337964,305.883472962681,67.1172886519421,7.66469163188465,,3.84421964136102,7.40272432162645,
55,Wisconsin,2000,white,3348,2073,482,3951,,1115246,3.00202825206277,524.677296886864,121.99443178942,3.54271613617085,,2.67517452545063,3.34464821332421,
55,Wisconsin,2000,black,1842,695,141,5281,,123084,14.9653894901043,131.603862904753,26.6994887331945,42.9056579246693,,12.8473891077407,41.7619109258624,
55,Wisconsin,2000,aapi,124,86,26,102,,38897,3.18790652235391,843.137254901961,254.901960784314,2.62231020387176,,2.7008234652041,2.53825759608345,
55,Wisconsin,2000,aian,209,174,24,260,,17002,12.2926714504176,669.230769230769,92.3076923076923,15.2923185507587,,10.0025030871039,14.3644864898077,
55,Wisconsin,2000,hispanic,328,147,25,643,,76211,4.30384065292412,228.615863141524,38.8802488335925,8.4371022555799,,3.64790634489968,8.36435063381552,
56,Wyoming,2000,total,916,755,121,870,,128774,7.11323714414401,867.816091954023,139.080459770115,6.75602217839005,,6.62186346917562,6.18434605026016,
56,Wyoming,2000,white,720,590,96,709,,110770,6.49995486142457,832.157968970381,135.40197461213,6.40064999548614,,6.02097478615563,5.77328508054966,
56,Wyoming,2000,black,20,16,1,35,,1443,13.8600138600139,457.142857142857,28.5714285714286,24.2550242550243,,13.8604594893126,23.9560246448662,
56,Wyoming,2000,aapi,7,7,1,3,,765,9.15032679738562,2333.33333333333,333.333333333333,3.92156862745098,,9.85266345473608,2.03013977051341,
56,Wyoming,2000,aian,27,19,8,19,,4043,6.67820925055652,1000,421.052631578947,4.69948058372496,,6.3718417039501,4.68252223209214,
56,Wyoming,2000,hispanic,107,100,10,82,,11753,9.10405853824555,1219.51219512195,121.951219512195,6.97694205734706,,8.9032243117008,7.05701140330822,
1,Alabama,2001,total,2672,1885,215,5859,,1120409,2.38484339201131,321.727257211128,36.6956818569722,5.22934035695893,,2.11962447686912,4.91223656084465,
1,Alabama,2001,white,1485,977,92,2735,,714613,2.07804783848041,357.221206581353,33.6380255941499,3.82724635571981,,1.88402570131228,3.63765074978076,
1,Alabama,2001,black,1138,883,123,3006,,361539,3.14765488647145,293.745841650033,40.9181636726547,8.31445570187449,,2.7348839807368,7.72966191698428,
1,Alabama,2001,aapi,1,1,0,2,,9303,0.107492206815006,500,0,0.214984413630012,,0,0.113519651026735,
1,Alabama,2001,aian,3,2,0,9,,6699,0.447828034034931,222.222222222222,0,1.34348410210479,,0.418507043994194,1.11785550614241,
1,Alabama,2001,hispanic,24,10,0,59,,28255,0.849407184569103,169.491525423729,0,2.08812599539904,,0.71658711352835,1.96032429719564,
